,reg,target,act,type
0,"[SWI4,SWI6]","[HCM1,PLM2,TOS4]",,True
1,"[SWI4,SWI6]","[CLN1,CLN2]",,True
2,"[SWI4,SWI6]","[CLB5,CLB6]",,True
3,"[SWI4,SWI6]","[YOX1,NRM1,YHP1]",,True
4,"[MBP1,SWI6]","[CLB5,CLB6]",,True
5,"[MBP1,SWI6]","[CLN1,CLN2]",,False
6,"[MBP1,SWI6]","[NDD1,FKH1,FKH2,MCM1]",,False
7,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",,False
8,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",,False
9,"[MBP1,SWI6]","[SWI4,SWI6]",,True
10,"[MBP1,SWI6]","[SWI4,SWI6]",,False
11,"[MBP1,SWI6]","[MBP1,SWI6]",,False
12,"[MBP1,SWI6]","[YOX1,NRM1,YHP1]",,True
13,"[MBP1,SWI6]","[HCM1,PLM2,TOS4]",,True
14,"[MBP1,SWI6]","[CLN1,CLN2]",,True
15,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]",,True
16,"[[MBP1,SWI6],[SWI4,SWI6]]","[[MBP1,SWI6],[SWI4,SWI6]]",,False
17,"[CLN1,CLN2]","[WHI5,STB1]",,False
18,"[WHI5,STB1]","[SWI4,SWI6]",,False
19,"[WHI5,STB1]","[MBP1,SWI6]",,False
20,"[WHI5,STB1]","[YOX1,NRM1,YHP1]",,True
21,"[YOX1,NRM1,YHP1]","[SWI4,SWI6]",,False
22,"[YOX1,NRM1,YHP1]","[MBP1,SWI6]",,False
23,"[YOX1,NRM1,YHP1]","[HCM1,PLM2,TOS4]",,False
24,"[YOX1,NRM1,YHP1]","[WHI5,STB1]",,False
25,"[YOX1,NRM1,YHP1]","[YOX1,NRM1,YHP1]",,False
26,"[HCM1,PLM2,TOS4]","[NDD1,FKH1,FKH2,MCM1]",,True
27,"[NDD1,FKH1,FKH2,MCM1]","[SWI5,ACE2]",,True
28,"[NDD1,FKH1,FKH2,MCM1]",[CLB2],,True
29,"[NDD1,FKH1,FKH2,MCM1]","[WHI5,STB1]",,True
