TF,Gene,t_1/2,amp,R_squared_lm
SWI6,TOS4,0.12720858091480003,0.7077897831692019,-2.220446049250313e-16
SWI6,WHI5,0.20579861837986196,0.3643600032224383,-2.220446049250313e-16
SWI6,YHP1,4.443321473416618,0.6339680322051443,0.932635929441599
SWI6,YOX1,3.349223524953433,1.8604132322799152,0.9993307468963789
WHI5,CLB1,0.6152307168712294,0.013048965771888577,-2.220446049250313e-16
WHI5,CLB3,0.19764094960068418,-0.3744749541928812,0.9834981555194
WHI5,CLB4,0.17984273442337803,-0.31939554609909987,0.9970538732771113
WHI5,CLB5,-0.7295019105708094,-0.3599934798795535,1.1102230246251565e-16
WHI5,CLB6,0.1988892782502761,-1.8651753199865277,0.9962851440383633
WHI5,CLN1,0.1583697475397143,-1.6169539478692045,0.9863136913440385
WHI5,CLN2,0.1993396497452356,-1.5172545945804123,0.9818197965723089
WHI5,CLN3,3.268995790782429,0.328680056775482,0.9896354105976134
WHI5,FKH1,-0.28346032195937754,77.38803412474194,1.4179180052309448e-10
WHI5,HCM1,0.33831538649901666,-0.7845327969712068,0.9848163642693978
WHI5,NDD1,0.2567993079287836,-0.2961998874010899,0.9453584451095965
WHI5,NRM1,0.2522082343743151,-0.74127089329598,0.9859830455864529
WHI5,PLM2,0.13970345347459076,-1.7133174514606346,0.9949970001740437
WHI5,STB1,0.3160056581087717,-0.8734793389391999,-2.220446049250313e-16
WHI5,SWI4,0.17833823817372896,-0.8297671447957996,0.9977400105682953
WHI5,TOS4,0.22958863494507706,-1.6947821893866917,0.9967996109022347
WHI5,YHP1,0.24772593340071378,-0.4186404984082358,4.107825191113079e-15
WHI5,YOX1,0.1885884438609315,-1.9550931558647344,0.9764744238856595
YHP1,CDC20,0.8408860898420606,0.07403858769479124,2.220446049250313e-16
YHP1,CLB1,0.34291851122020023,-0.37480746799914555,0.9865725427340494
YHP1,CLB2,0.8957616689381334,0.0808304883668518,1.1102230246251565e-16
YHP1,HCM1,0.026570469414727012,0.3764739536993249,2.220446049250313e-16
YHP1,PLM2,0.8168407910818583,0.05059812710343216,0.0
YHP1,WHI5,1.9600341744340624,0.6534033836879378,0.411320207758487
YHP1,YOX1,0.9784642852210164,0.1858602447232612,2.220446049250313e-16
YOX1,CDC20,0.5947405187672519,-0.2576748597749693,2.220446049250313e-16
YOX1,CLB2,0.17954193343875852,0.16011748976638301,-2.220446049250313e-16
YOX1,CLB6,0.06911020461295299,-15230.072005438764,0.9595835493633956
YOX1,CLN1,0.14668336272634927,-0.09007905419989454,-2.220446049250313e-16
YOX1,CLN2,-0.08358367611909119,0.06198005789684261,0.0
YOX1,CLN3,0.5630224663940614,-0.3489146245842105,1.1102230246251565e-16
YOX1,MBP1,0.3138258136236319,0.019651435350587818,-4.440892098500626e-16
YOX1,PLM2,0.03246943854256604,0.11442031261242212,-2.220446049250313e-16
YOX1,STB1,0.16534892675364687,0.12941496810450556,-2.220446049250313e-16
YOX1,SWI4,4.113546876465627,-0.5038546857715378,0.9835426735768489
YOX1,SWI5,0.10933976891231785,0.2049182959373937,-2.220446049250313e-16
YOX1,TOS4,0.08384590969927629,0.18680387125569725,-8.881784197001252e-16
YOX1,YHP1,0.3325861251346962,-0.8282092976130578,0.995924039846995
ACE2,CLB1,0.1846243299070391,-0.007169291446772114,2.886579864025407e-15
ACE2,CLB2,0.5354902294294606,-0.4149029857968427,-2.220446049250313e-16
ACE2,CLB3,0.6292750414186955,0.02514608743635094,-2.220446049250313e-16
ACE2,CLB6,0.22836637738623772,-1.3567755808391038,0.9718060130774981
ACE2,CLN1,0.10606618395817098,0.10254517458241641,-4.510614104447086e-12
ACE2,CLN2,0.09875775990886448,0.27130120368566923,0.0
ACE2,CLN3,0.060782598093796165,0.044395745746855154,-2.220446049250313e-16
ACE2,FKH1,0.06229921998198554,-6917.581852332516,0.7628673091200513
ACE2,HCM1,0.13211678372358746,-0.07970235228399233,8.40771896548631e-13
ACE2,NDD1,0.031104180864082613,-821.3093083446416,0.873349348579133
ACE2,NRM1,3.8004790922782026,-0.7136526465373338,0.9953023738974226
ACE2,PLM2,-0.32709598907958776,0.053892319296995464,0.0
ACE2,STB1,0.537485722832365,-0.2421115245065949,0.6289335719055174
ACE2,SWI4,0.13707034905051427,-0.17483313772843556,-4.440892098500626e-16
ACE2,SWI5,0.1504883615913582,0.23999501482286684,0.0
ACE2,TOS4,0.32714950186452585,0.9916221086402925,1.1102230246251565e-16
ACE2,WHI5,-0.17756096607408806,-0.050781237211214754,1.1102230246251565e-16
ACE2,YHP1,0.06512831370533866,-2.333406445396983,0.9978313645389761
ACE2,YOX1,0.3764308435987439,-0.6485033293982074,0.9127392596299173
FKH1,ACE2,0.154626754427381,1.6518790240003383,-4.440892098500626e-16
FKH1,CDC20,0.08432152296594696,803.3417127301221,0.715365743528275
FKH1,CLB1,0.18909818955715285,0.02990203204488226,0.0
FKH1,CLB2,0.107644118838555,-0.2381202225609195,1.1102230246251565e-16
FKH1,CLB3,0.1386854178108305,0.5123179375631687,0.0
FKH1,CLB4,0.5687686461849331,-2.1067264085158146,0.9989233652472481
FKH1,CLB5,2.860476774889777,0.27980728627023144,0.8574709294554238
FKH1,CLB6,0.18010012726053326,0.24532930399800612,0.0
FKH1,CLN1,0.1075380566381116,-0.08460541595791278,-1.1102230246251565e-15
FKH1,CLN2,0.40345341063519363,0.31592371194542396,2.220446049250313e-16
FKH1,CLN3,0.572922281812364,-0.009160842830490137,0.0
FKH1,FKH2,2.751448467845281,-1.5449061073556245,0.999399711644693
FKH1,MBP1,0.2871317565883166,2.046581319710311,-4.440892098500626e-16
FKH1,NDD1,0.3775034659371833,-1.2862734317682318,0.9598938419540916
FKH1,NRM1,-2.8808073132696586,1.3403420159728159,0.9905166216906861
FKH1,PLM2,0.7372110075469845,-4.293589910997243,0.0
FKH1,STB1,7.998528508559515,0.2846035779378654,0.9238696874520291
FKH1,SWI4,1.031648887741584,0.2432913176050391,0.8824607255393185
FKH1,SWI5,0.048314285008590176,-11567.966143235117,0.9912891454680478
FKH1,SWI6,-0.020247712632883785,498.77481916258364,0.9990740266977802
FKH1,WHI5,0.7190449948401111,-0.8536456385245659,-2.220446049250313e-16
FKH1,YHP1,0.41564214519983894,-1.2264453140668814,0.9961598029497786
FKH1,YOX1,1.1568870067860255,0.96508463489515,0.16342335074353853
FKH2,ACE2,0.5817589003422158,0.11699726064082161,0.0
FKH2,CDC20,0.8955591067470452,0.06560103139512719,2.220446049250313e-16
FKH2,CDH1,0.7771335709850317,0.4692463417145614,0.8600036281483282
FKH2,CLB1,0.34093429612032833,-0.7780800709776357,0.0
FKH2,CLB2,0.08312745197798459,0.1027035298422561,-2.6645352591003757e-14
FKH2,CLB3,0.19346764650470286,-0.15303974700555634,-1.9984014443252818e-15
FKH2,CLB4,0.4270559920172542,-2.399313567252816,0.9997923618987966
FKH2,CLB6,0.7344355721136787,-1.1861794063194016,0.0
FKH2,CLN1,0.14024762761035697,0.4999712337733445,-2.220446049250313e-16
FKH2,CLN2,0.37939795670090015,0.9206439989025463,0.0
FKH2,CLN3,0.9281826405230895,0.4850083162450457,-2.220446049250313e-16
FKH2,FKH1,3.7183451188281653,-2.3754327285750767,0.9933054588217459
FKH2,HCM1,0.06431194507555224,0.3067260629799566,2.220446049250313e-16
FKH2,MBP1,0.13795673273883077,-0.2680108503529972,4.107825191113079e-14
FKH2,MCM1,5.951945174061072,0.10442158994995716,0.40941827855065127
FKH2,NDD1,0.3130741367606409,0.4263889083184215,-4.218847493575595e-15
FKH2,NRM1,0.38791990007490934,-1.0014655684143337,0.9977898370101834
FKH2,PLM2,3.1845903289475728,-1.928197238493007,0.980255135332455
FKH2,STB1,0.05732779760722423,1052.1551511776527,0.8157210506614869
FKH2,SWI4,0.07112738548508137,5682.260081981119,0.8790675960002925
FKH2,SWI5,3.1490348825020082,-1.3607199875387528,0.989955819204699
FKH2,SWI6,0.285719404013214,-0.20171638650587986,-2.220446049250313e-16
FKH2,TOS4,0.11089229422826208,-1.2459245118731173,1.5432100042289676e-14
FKH2,WHI5,0.14139318375511242,-0.06136178674479362,-4.440892098500626e-16
FKH2,YHP1,0.6416800551602031,-0.798958799342435,-2.220446049250313e-16
FKH2,YOX1,0.8148517987060242,0.13027034204776236,2.220446049250313e-16
HCM1,CDC20,0.15322431614177692,0.124633677239528,2.220446049250313e-16
HCM1,CLB3,0.41979494602711254,0.8058672431189898,0.9974439796785546
HCM1,CLB4,0.46838703131690906,1.0703974732377368,0.9969989294165991
HCM1,CLB5,0.3460293516112273,-0.3700761237099807,0.9884536050766004
HCM1,CLB6,0.3093460557218021,0.18957070109411467,0.0
HCM1,CLN1,0.11322987458097639,-1135.8693662411363,0.9425491057891826
HCM1,CLN2,-0.1384572410898572,0.19286941917729053,8.126832540256146e-14
HCM1,CLN3,0.26194091412153614,0.24759084459996697,0.0
HCM1,FKH1,0.4915127220093474,1.1061980034563026,0.9887526237033928
HCM1,FKH2,0.4073855749892458,0.6141151136058163,0.9989549715530164
HCM1,MBP1,0.3288261283022242,0.7922888211784843,0.9903781330809167
HCM1,NDD1,0.4614193941837364,1.1024695567995166,0.9991656769348756
HCM1,NRM1,0.5177206059432947,1.0453019852652825,0.9975929177107962
HCM1,PLM2,0.35257533242923444,0.44501151650111126,0.988211957767436
HCM1,SWI4,0.19272237709351656,-0.07175607579048174,8.110179194886769e-13
HCM1,SWI5,0.21450870560206944,0.3216708763380977,0.9888560473325484
HCM1,SWI6,0.5016203778805898,0.6672781120817195,0.9893966343201203
HCM1,TOS4,-0.1798704389418647,-0.7628150311452419,-2.220446049250313e-16
HCM1,WHI5,0.40309296135502715,0.8752117739473066,0.9975542734351944
HCM1,YHP1,0.3834837904162124,0.6990050675363704,0.9816743585483971
HCM1,YOX1,-0.2158843106603876,0.248827607512989,-4.440892098500626e-16
NRM1,ACE2,0.08038058136986706,-0.02421608818871003,-2.220446049250313e-16
NRM1,CDC20,0.12197533615916602,0.20808445907455858,0.0
NRM1,CDH1,0.1767640758512778,0.21541949597346255,4.440892098500626e-16
NRM1,CLB1,0.4275206718571794,-0.2774586280973366,0.0
NRM1,CLB2,0.13271291570330793,0.216820083646852,0.0
NRM1,CLB3,0.3026541524456406,-0.22211862092368873,0.9954526784953285
NRM1,CLB4,-0.18901268028172322,-0.16406530591167645,-4.440892098500626e-16
NRM1,CLB5,1.0785528276001424,0.23011531903852928,2.220446049250313e-16
NRM1,CLB6,0.3995526738847908,-1.2449456742030511,0.9776708861345681
NRM1,CLN1,3.4777350441296484,-0.1597323352818243,0.4758232645700864
NRM1,CLN2,0.10733262017997292,-0.3624727975306049,0.8908846440874285
NRM1,CLN3,0.1228387911322367,0.16614733576322346,2.220446049250313e-16
NRM1,FKH1,0.8179732637213812,0.09433257016799602,-2.220446049250313e-16
NRM1,FKH2,0.1825353002024099,0.04036156118804362,-2.220446049250313e-16
NRM1,HCM1,0.7818225145840462,-0.10455202441292988,2.220446049250313e-16
NRM1,NDD1,0.9750808862801394,0.15230349871419196,0.0
NRM1,PLM2,0.4572530891495154,-1.2286530345518132,0.9788188300798146
NRM1,STB1,0.8295150545770978,-0.14406534081035205,0.0
NRM1,SWI4,-0.05275867783301911,1170.3953600016664,0.6894481959625907
NRM1,SWI6,0.1681676054107461,-0.10097536077456078,1.1102230246251565e-16
NRM1,TOS4,0.7464630686433119,-1.4395641863269457,1.1102230246251565e-16
NRM1,WHI5,0.35419055717441605,0.29916865791970076,2.220446049250313e-16
NRM1,YHP1,0.43306611777481024,-0.8237449676058246,0.9967690989232718
NRM1,YOX1,0.7267122463308903,0.5442953788400581,0.0
STB1,CLB5,1.0559676190827356,0.21527052876044314,0.9982714164763403
STB1,CLB6,4.515762875108068,0.5251288918938873,0.9064591205888041
STB1,CLN1,0.213598126486361,0.27397482447366184,2.220446049250313e-16
STB1,CLN2,0.08610723761075892,0.10665283274681353,-2.220446049250313e-16
STB1,HCM1,0.487043728826817,0.29497146862952517,0.9369666626427381
STB1,NRM1,0.22584333188615704,0.5345842580399142,0.9803660986502805
STB1,PLM2,0.4061543141389751,0.8824867298587188,0.9980605871701239
STB1,SWI4,-0.23616655543789894,0.03656938602976277,0.0
STB1,TOS4,0.5751855527642284,0.5056512318121196,0.9983108316732949
STB1,WHI5,1.469846928962172,-1.6132332943074041,0.8022136957210813
STB1,YHP1,0.159065232312829,0.30672579508663805,0.9419803962172169
STB1,YOX1,-0.18220860973599715,0.20962712333971523,5.480060849549773e-13
SWI5,ACE2,0.20183365233399025,0.13446752899519632,0.0
SWI5,CDC20,-0.26715200781312837,0.2851466512403532,-3.885780586188048e-14
SWI5,CLB1,0.15358115154975063,0.30031633109762185,-2.220446049250313e-16
SWI5,CLB2,-0.2685516065467706,-0.003655500693978393,-2.220446049250313e-16
SWI5,CLB3,0.07184790949862091,0.06750634676642203,2.220446049250313e-16
SWI5,CLB5,0.364994845829972,0.6274542738698333,0.9681056709512899
SWI5,CLB6,3.193951061450664,0.5271828382169333,0.900517718485182
SWI5,CLN1,0.05318047285335938,0.532300898733196,-2.220446049250313e-16
SWI5,CLN2,1.825383786083674,2.590477163475609,0.9932567167951395
SWI5,CLN3,0.19992259078406566,0.7286091191234,0.7671185470598518
SWI5,FKH1,0.07528491789966317,0.2450050337525544,-2.220446049250313e-16
SWI5,FKH2,-0.2796694776538996,-0.23537031092484928,-1.5343060155714738e-11
SWI5,HCM1,-1.6741593519854205,0.1091246657989523,-2.220446049250313e-16
SWI5,MBP1,0.10109247202141297,0.14273516838995823,2.220446049250313e-16
SWI5,NDD1,0.13342027849325205,0.27238486193431477,1.1102230246251565e-16
SWI5,NRM1,0.06848103914459573,0.3350578544799314,0.0
SWI5,PLM2,1.8378706832699567,0.8658030411585,0.6876848226367167
SWI5,STB1,3.616141145641215,0.2688133982225145,0.7548333598080676
SWI5,SWI4,0.7665651669953509,0.3934949181104522,0.9960052618779226
SWI5,SWI6,0.20713419411336628,0.308961413630911,-2.220446049250313e-16
SWI5,TOS4,1.9499164027724019,1.2192590070081757,0.9577117521631895
SWI5,WHI5,-0.017116490011433144,0.009592170377550086,-2.220446049250313e-16
SWI5,YHP1,0.07972226734043024,0.045305760504373994,0.0
SWI5,YOX1,0.07033316869171008,0.16422356778570987,-4.285460875053104e-14
SWI6,ACE2,-1.0810942548667508,0.1556568020490344,-2.220446049250313e-16
SWI6,CLB1,0.15634317893526964,0.2648433297113886,0.8116902920933234
SWI6,CLB4,0.33008814564245204,0.40772016760048324,0.9936480648274076
SWI6,CLB5,0.5727521298222032,0.5720722826301472,0.9863963329538865
SWI6,CLB6,0.5439099435644821,2.2869345367777125,0.9995465124970291
SWI6,CLN1,0.4958091632246273,0.9203423795949998,0.9665586682717976
SWI6,CLN2,0.49412951528299637,1.4739793197235755,0.9896051469986624
SWI6,CLN3,0.1300128033732221,-0.4031306233379455,1.2212453270876722e-15
SWI6,FKH1,0.11148169242433502,1816.143646008898,0.9321813709414727
SWI6,HCM1,0.20604273096254067,0.5692236541647466,0.9708527055870625
SWI6,MBP1,0.1392284498767265,0.01698907784642456,0.0
SWI6,MCM1,0.09831374074296877,0.20361006102594006,6.605826996519681e-14
SWI6,NDD1,1.682818104649689,0.7144550436924956,0.6236427559356015
SWI6,NRM1,0.06657512712693321,40993.66279779123,0.9710451770953146
SWI6,PLM2,0.23458523091157701,0.8784974451535604,0.9953406426893585
SWI6,STB1,0.12834415963102452,11783.747298225457,0.9570438316229857
SWI6,SWI4,0.08737499177461093,2573.3299834382924,0.960173980499915
SWI6,SWI5,0.08737571941884226,0.4293306655342648,0.0
SWI6,TOS4,0.12720858091480003,0.7077897831692019,-2.220446049250313e-16
SWI6,WHI5,0.20579861837986196,0.3643600032224383,-2.220446049250313e-16
SWI6,YHP1,4.443321473416618,0.6339680322051443,0.932635929441599
SWI6,YOX1,3.349223524953433,1.8604132322799152,0.9993307468963789
WHI5,CLB1,0.6152307168712294,0.013048965771888577,-2.220446049250313e-16
WHI5,CLB3,0.19764094960068418,-0.3744749541928812,0.9834981555194
WHI5,CLB4,0.17984273442337803,-0.31939554609909987,0.9970538732771113
WHI5,CLB5,-0.7295019105708094,-0.3599934798795535,1.1102230246251565e-16
WHI5,CLB6,0.1988892782502761,-1.8651753199865277,0.9962851440383633
WHI5,CLN1,0.1583697475397143,-1.6169539478692045,0.9863136913440385
WHI5,CLN2,0.1993396497452356,-1.5172545945804123,0.9818197965723089
WHI5,CLN3,3.268995790782429,0.328680056775482,0.9896354105976134
WHI5,FKH1,-0.28346032195937754,77.38803412474194,1.4179180052309448e-10
WHI5,HCM1,0.33831538649901666,-0.7845327969712068,0.9848163642693978
WHI5,NDD1,0.2567993079287836,-0.2961998874010899,0.9453584451095965
WHI5,NRM1,0.2522082343743151,-0.74127089329598,0.9859830455864529
WHI5,PLM2,0.13970345347459076,-1.7133174514606346,0.9949970001740437
WHI5,STB1,0.3160056581087717,-0.8734793389391999,-2.220446049250313e-16
WHI5,SWI4,0.17833823817372896,-0.8297671447957996,0.9977400105682953
WHI5,TOS4,0.22958863494507706,-1.6947821893866917,0.9967996109022347
WHI5,YHP1,0.24772593340071378,-0.4186404984082358,4.107825191113079e-15
WHI5,YOX1,0.1885884438609315,-1.9550931558647344,0.9764744238856595
YHP1,CDC20,0.8408860898420606,0.07403858769479124,2.220446049250313e-16
YHP1,CLB1,0.34291851122020023,-0.37480746799914555,0.9865725427340494
YHP1,CLB2,0.8957616689381334,0.0808304883668518,1.1102230246251565e-16
YHP1,HCM1,0.026570469414727012,0.3764739536993249,2.220446049250313e-16
YHP1,PLM2,0.8168407910818583,0.05059812710343216,0.0
YHP1,WHI5,1.9600341744340624,0.6534033836879378,0.411320207758487
YHP1,YOX1,0.9784642852210164,0.1858602447232612,2.220446049250313e-16
YOX1,CDC20,0.5947405187672519,-0.2576748597749693,2.220446049250313e-16
YOX1,CLB2,0.17954193343875852,0.16011748976638301,-2.220446049250313e-16
YOX1,CLB6,0.06911020461295299,-15230.072005438764,0.9595835493633956
YOX1,CLN1,0.14668336272634927,-0.09007905419989454,-2.220446049250313e-16
YOX1,CLN2,-0.08358367611909119,0.06198005789684261,0.0
YOX1,CLN3,0.5630224663940614,-0.3489146245842105,1.1102230246251565e-16
YOX1,MBP1,0.3138258136236319,0.019651435350587818,-4.440892098500626e-16
YOX1,PLM2,0.03246943854256604,0.11442031261242212,-2.220446049250313e-16
YOX1,STB1,0.16534892675364687,0.12941496810450556,-2.220446049250313e-16
YOX1,SWI4,4.113546876465627,-0.5038546857715378,0.9835426735768489
YOX1,SWI5,0.10933976891231785,0.2049182959373937,-2.220446049250313e-16
YOX1,TOS4,0.08384590969927629,0.18680387125569725,-8.881784197001252e-16
YOX1,YHP1,0.3325861251346962,-0.8282092976130578,0.995924039846995
ACE2,CLB1,0.1846243299070391,-0.007169291446772114,2.886579864025407e-15
ACE2,CLB2,0.5354902294294606,-0.4149029857968427,-2.220446049250313e-16
ACE2,CLB3,0.6292750414186955,0.02514608743635094,-2.220446049250313e-16
ACE2,CLB6,0.22836637738623772,-1.3567755808391038,0.9718060130774981
ACE2,CLN1,0.10606618395817098,0.10254517458241641,-4.510614104447086e-12
ACE2,CLN2,0.09875775990886448,0.27130120368566923,0.0
ACE2,CLN3,0.060782598093796165,0.044395745746855154,-2.220446049250313e-16
ACE2,FKH1,0.06229921998198554,-6917.581852332516,0.7628673091200513
ACE2,HCM1,0.13211678372358746,-0.07970235228399233,8.40771896548631e-13
ACE2,NDD1,0.031104180864082613,-821.3093083446416,0.873349348579133
ACE2,NRM1,3.8004790922782026,-0.7136526465373338,0.9953023738974226
ACE2,PLM2,-0.32709598907958776,0.053892319296995464,0.0
ACE2,STB1,0.537485722832365,-0.2421115245065949,0.6289335719055174
ACE2,SWI4,0.13707034905051427,-0.17483313772843556,-4.440892098500626e-16
ACE2,SWI5,0.1504883615913582,0.23999501482286684,0.0
ACE2,TOS4,0.32714950186452585,0.9916221086402925,1.1102230246251565e-16
ACE2,WHI5,-0.17756096607408806,-0.050781237211214754,1.1102230246251565e-16
ACE2,YHP1,0.06512831370533866,-2.333406445396983,0.9978313645389761
ACE2,YOX1,0.3764308435987439,-0.6485033293982074,0.9127392596299173
FKH1,ACE2,0.154626754427381,1.6518790240003383,-4.440892098500626e-16
FKH1,CDC20,0.08432152296594696,803.3417127301221,0.715365743528275
FKH1,CLB1,0.18909818955715285,0.02990203204488226,0.0
FKH1,CLB2,0.107644118838555,-0.2381202225609195,1.1102230246251565e-16
FKH1,CLB3,0.1386854178108305,0.5123179375631687,0.0
FKH1,CLB4,0.5687686461849331,-2.1067264085158146,0.9989233652472481
FKH1,CLB5,2.860476774889777,0.27980728627023144,0.8574709294554238
FKH1,CLB6,0.18010012726053326,0.24532930399800612,0.0
FKH1,CLN1,0.1075380566381116,-0.08460541595791278,-1.1102230246251565e-15
FKH1,CLN2,0.40345341063519363,0.31592371194542396,2.220446049250313e-16
FKH1,CLN3,0.572922281812364,-0.009160842830490137,0.0
FKH1,FKH2,2.751448467845281,-1.5449061073556245,0.999399711644693
FKH1,MBP1,0.2871317565883166,2.046581319710311,-4.440892098500626e-16
FKH1,NDD1,0.3775034659371833,-1.2862734317682318,0.9598938419540916
FKH1,NRM1,-2.8808073132696586,1.3403420159728159,0.9905166216906861
FKH1,PLM2,0.7372110075469845,-4.293589910997243,0.0
FKH1,STB1,7.998528508559515,0.2846035779378654,0.9238696874520291
FKH1,SWI4,1.031648887741584,0.2432913176050391,0.8824607255393185
FKH1,SWI5,0.048314285008590176,-11567.966143235117,0.9912891454680478
FKH1,SWI6,-0.020247712632883785,498.77481916258364,0.9990740266977802
FKH1,WHI5,0.7190449948401111,-0.8536456385245659,-2.220446049250313e-16
FKH1,YHP1,0.41564214519983894,-1.2264453140668814,0.9961598029497786
FKH1,YOX1,1.1568870067860255,0.96508463489515,0.16342335074353853
FKH2,ACE2,0.5817589003422158,0.11699726064082161,0.0
FKH2,CDC20,0.8955591067470452,0.06560103139512719,2.220446049250313e-16
FKH2,CDH1,0.7771335709850317,0.4692463417145614,0.8600036281483282
FKH2,CLB1,0.34093429612032833,-0.7780800709776357,0.0
FKH2,CLB2,0.08312745197798459,0.1027035298422561,-2.6645352591003757e-14
FKH2,CLB3,0.19346764650470286,-0.15303974700555634,-1.9984014443252818e-15
FKH2,CLB4,0.4270559920172542,-2.399313567252816,0.9997923618987966
FKH2,CLB6,0.7344355721136787,-1.1861794063194016,0.0
FKH2,CLN1,0.14024762761035697,0.4999712337733445,-2.220446049250313e-16
FKH2,CLN2,0.37939795670090015,0.9206439989025463,0.0
FKH2,CLN3,0.9281826405230895,0.4850083162450457,-2.220446049250313e-16
FKH2,FKH1,3.7183451188281653,-2.3754327285750767,0.9933054588217459
FKH2,HCM1,0.06431194507555224,0.3067260629799566,2.220446049250313e-16
FKH2,MBP1,0.13795673273883077,-0.2680108503529972,4.107825191113079e-14
FKH2,MCM1,5.951945174061072,0.10442158994995716,0.40941827855065127
FKH2,NDD1,0.3130741367606409,0.4263889083184215,-4.218847493575595e-15
FKH2,NRM1,0.38791990007490934,-1.0014655684143337,0.9977898370101834
FKH2,PLM2,3.1845903289475728,-1.928197238493007,0.980255135332455
FKH2,STB1,0.05732779760722423,1052.1551511776527,0.8157210506614869
FKH2,SWI4,0.07112738548508137,5682.260081981119,0.8790675960002925
FKH2,SWI5,3.1490348825020082,-1.3607199875387528,0.989955819204699
FKH2,SWI6,0.285719404013214,-0.20171638650587986,-2.220446049250313e-16
FKH2,TOS4,0.11089229422826208,-1.2459245118731173,1.5432100042289676e-14
FKH2,WHI5,0.14139318375511242,-0.06136178674479362,-4.440892098500626e-16
FKH2,YHP1,0.6416800551602031,-0.798958799342435,-2.220446049250313e-16
FKH2,YOX1,0.8148517987060242,0.13027034204776236,2.220446049250313e-16
HCM1,CDC20,0.15322431614177692,0.124633677239528,2.220446049250313e-16
HCM1,CLB3,0.41979494602711254,0.8058672431189898,0.9974439796785546
HCM1,CLB4,0.46838703131690906,1.0703974732377368,0.9969989294165991
HCM1,CLB5,0.3460293516112273,-0.3700761237099807,0.9884536050766004
HCM1,CLB6,0.3093460557218021,0.18957070109411467,0.0
HCM1,CLN1,0.11322987458097639,-1135.8693662411363,0.9425491057891826
HCM1,CLN2,-0.1384572410898572,0.19286941917729053,8.126832540256146e-14
HCM1,CLN3,0.26194091412153614,0.24759084459996697,0.0
HCM1,FKH1,0.4915127220093474,1.1061980034563026,0.9887526237033928
HCM1,FKH2,0.4073855749892458,0.6141151136058163,0.9989549715530164
HCM1,MBP1,0.3288261283022242,0.7922888211784843,0.9903781330809167
HCM1,NDD1,0.4614193941837364,1.1024695567995166,0.9991656769348756
HCM1,NRM1,0.5177206059432947,1.0453019852652825,0.9975929177107962
HCM1,PLM2,0.35257533242923444,0.44501151650111126,0.988211957767436
HCM1,SWI4,0.19272237709351656,-0.07175607579048174,8.110179194886769e-13
HCM1,SWI5,0.21450870560206944,0.3216708763380977,0.9888560473325484
HCM1,SWI6,0.5016203778805898,0.6672781120817195,0.9893966343201203
HCM1,TOS4,-0.1798704389418647,-0.7628150311452419,-2.220446049250313e-16
HCM1,WHI5,0.40309296135502715,0.8752117739473066,0.9975542734351944
HCM1,YHP1,0.3834837904162124,0.6990050675363704,0.9816743585483971
HCM1,YOX1,-0.2158843106603876,0.248827607512989,-4.440892098500626e-16
NRM1,ACE2,0.08038058136986706,-0.02421608818871003,-2.220446049250313e-16
NRM1,CDC20,0.12197533615916602,0.20808445907455858,0.0
NRM1,CDH1,0.1767640758512778,0.21541949597346255,4.440892098500626e-16
NRM1,CLB1,0.4275206718571794,-0.2774586280973366,0.0
NRM1,CLB2,0.13271291570330793,0.216820083646852,0.0
NRM1,CLB3,0.3026541524456406,-0.22211862092368873,0.9954526784953285
NRM1,CLB4,-0.18901268028172322,-0.16406530591167645,-4.440892098500626e-16
NRM1,CLB5,1.0785528276001424,0.23011531903852928,2.220446049250313e-16
NRM1,CLB6,0.3995526738847908,-1.2449456742030511,0.9776708861345681
NRM1,CLN1,3.4777350441296484,-0.1597323352818243,0.4758232645700864
NRM1,CLN2,0.10733262017997292,-0.3624727975306049,0.8908846440874285
NRM1,CLN3,0.1228387911322367,0.16614733576322346,2.220446049250313e-16
NRM1,FKH1,0.8179732637213812,0.09433257016799602,-2.220446049250313e-16
NRM1,FKH2,0.1825353002024099,0.04036156118804362,-2.220446049250313e-16
NRM1,HCM1,0.7818225145840462,-0.10455202441292988,2.220446049250313e-16
NRM1,NDD1,0.9750808862801394,0.15230349871419196,0.0
NRM1,PLM2,0.4572530891495154,-1.2286530345518132,0.9788188300798146
NRM1,STB1,0.8295150545770978,-0.14406534081035205,0.0
NRM1,SWI4,-0.05275867783301911,1170.3953600016664,0.6894481959625907
NRM1,SWI6,0.1681676054107461,-0.10097536077456078,1.1102230246251565e-16
NRM1,TOS4,0.7464630686433119,-1.4395641863269457,1.1102230246251565e-16
NRM1,WHI5,0.35419055717441605,0.29916865791970076,2.220446049250313e-16
NRM1,YHP1,0.43306611777481024,-0.8237449676058246,0.9967690989232718
NRM1,YOX1,0.7267122463308903,0.5442953788400581,0.0
STB1,CLB5,1.0559676190827356,0.21527052876044314,0.9982714164763403
STB1,CLB6,4.515762875108068,0.5251288918938873,0.9064591205888041
STB1,CLN1,0.213598126486361,0.27397482447366184,2.220446049250313e-16
STB1,CLN2,0.08610723761075892,0.10665283274681353,-2.220446049250313e-16
STB1,HCM1,0.487043728826817,0.29497146862952517,0.9369666626427381
STB1,NRM1,0.22584333188615704,0.5345842580399142,0.9803660986502805
STB1,PLM2,0.4061543141389751,0.8824867298587188,0.9980605871701239
STB1,SWI4,-0.23616655543789894,0.03656938602976277,0.0
